"","language","eta","psi","omega","t"
"492","Chinese-strokes",0.674266825727297,0.236202045809371,0.125901542385654,2048
"493","Chinese-strokes",0.60990759173617,0.231941706460112,0.0927044855826963,4096
"494","Chinese-strokes",0.545445358609067,0.228492953770603,0.0767926488452568,8192
"495","Chinese-strokes",0.482713034980756,0.227650921472475,0.0672596157519812,16384
"496","Chinese-strokes",NA,NA,NA,32768
"497","Chinese-strokes",NA,NA,NA,65536
"498","Chinese-strokes",NA,NA,NA,131072
"499","Chinese-strokes",NA,NA,NA,262144
"500","Chinese-strokes",NA,NA,NA,524288
"501","Chinese-strokes",NA,NA,NA,1048576
"502","Chinese-strokes",NA,NA,NA,2097152
"503","Chinese-strokes",NA,NA,NA,4194304
"504","Chinese-strokes",NA,NA,NA,8388608
